School,white,black,hispanic,asian,aian,nhpi,tom,ntr,unk,men,women,highest_degree,ownership,admissions_rate,sat_mid_overall,region
Iowa State University,0.7553,0.025,0.0631,0.0358,0.0018,0.0006,0.0264,0.0508,0.0411,0.5736,0.4264,4,1,0.9205,1220.0,4
Iowa Wesleyan University,0.3993,0.1878,0.0812,0.0051,0.0034,0.0051,0.066,0.1658,0.0863,0.4805,0.5195,3,2,0.5831,1042.0,4
University of Iowa,0.7392,0.0294,0.0793,0.0414,0.002,0.0008,0.0343,0.0539,0.0198,0.4596,0.5404,4,1,0.8255,1235.0,4
Loras College,0.7935,0.0349,0.0932,0.006999999999999999,0.0,0.0008,0.0241,0.0194,0.0272,0.5637,0.4363,4,2,0.7532,1112.0,4
Bethany Lutheran College,0.7095,0.0304,0.0456,0.0236,0.0034,0.0017,0.0338,0.1402,0.0118,0.4628,0.5372,3,2,0.7264,1138.0,4
Bethany Lutheran College,0.7095,0.0304,0.0456,0.0236,0.0034,0.0017,0.0338,0.1402,0.0118,0.4628,0.5372,3,2,0.7264,1138.0,4
Bethany Lutheran College,0.7095,0.0304,0.0456,0.0236,0.0034,0.0017,0.0338,0.1402,0.0118,0.4628,0.5372,3,2,0.7264,1138.0,4
Bethany Lutheran College,0.7095,0.0304,0.0456,0.0236,0.0034,0.0017,0.0338,0.1402,0.0118,0.4628,0.5372,3,2,0.7264,1138.0,4
Bethany Lutheran College,0.7095,0.0304,0.0456,0.0236,0.0034,0.0017,0.0338,0.1402,0.0118,0.4628,0.5372,3,2,0.7264,1138.0,4
Bethany Lutheran College,0.7095,0.0304,0.0456,0.0236,0.0034,0.0017,0.0338,0.1402,0.0118,0.4628,0.5372,3,2,0.7264,1138.0,4
Bethany Lutheran College,0.7095,0.0304,0.0456,0.0236,0.0034,0.0017,0.0338,0.1402,0.0118,0.4628,0.5372,3,2,0.7264,1138.0,4
Bethany Lutheran College,0.7095,0.0304,0.0456,0.0236,0.0034,0.0017,0.0338,0.1402,0.0118,0.4628,0.5372,3,2,0.7264,1138.0,4
Bethany Lutheran College,0.7095,0.0304,0.0456,0.0236,0.0034,0.0017,0.0338,0.1402,0.0118,0.4628,0.5372,3,2,0.7264,1138.0,4
Bethany Lutheran College,0.7095,0.0304,0.0456,0.0236,0.0034,0.0017,0.0338,0.1402,0.0118,0.4628,0.5372,3,2,0.7264,1138.0,4
Bethany Lutheran College,0.7095,0.0304,0.0456,0.0236,0.0034,0.0017,0.0338,0.1402,0.0118,0.4628,0.5372,3,2,0.7264,1138.0,4
Bethany Lutheran College,0.7095,0.0304,0.0456,0.0236,0.0034,0.0017,0.0338,0.1402,0.0118,0.4628,0.5372,3,2,0.7264,1138.0,4
Bethany Lutheran College,0.7095,0.0304,0.0456,0.0236,0.0034,0.0017,0.0338,0.1402,0.0118,0.4628,0.5372,3,2,0.7264,1138.0,4
Bethany Lutheran College,0.7095,0.0304,0.0456,0.0236,0.0034,0.0017,0.0338,0.1402,0.0118,0.4628,0.5372,3,2,0.7264,1138.0,4
Bethany Lutheran College,0.7095,0.0304,0.0456,0.0236,0.0034,0.0017,0.0338,0.1402,0.0118,0.4628,0.5372,3,2,0.7264,1138.0,4
Bethany Lutheran College,0.7095,0.0304,0.0456,0.0236,0.0034,0.0017,0.0338,0.1402,0.0118,0.4628,0.5372,3,2,0.7264,1138.0,4
Morningside College,0.7262,0.0247,0.0724,0.0115,0.0049,0.0008,0.037000000000000005,0.051,0.0715,0.5008,0.4992,4,2,0.6309,1120.0,4
Mount Mercy University,0.7642,0.0896,0.006999999999999999,0.0154,0.0091,0.0056,0.0161,0.0364,0.0567,0.3205,0.6795,4,2,0.6599,1085.0,4
University of Northern Iowa,0.8278,0.0239,0.0439,0.0138,0.0013,0.001,0.0269,0.0246,0.0369,0.4124,0.5876,4,1,0.7905,1149.0,4
Saint Ambrose University,0.7377,0.0476,0.0863,0.0147,0.0013,0.0013,0.0333,0.0405,0.0373,0.4518,0.5482,4,2,0.7679,1149.0,4
Upper Iowa University,0.6163,0.1896,0.0541,0.0157,0.002,0.0041,0.0209,0.0494,0.0477,0.3837,0.6163,4,2,0.5128,1082.0,4
Waldorf University,0.2515,0.0508,0.0366,0.0012,0.0041,0.0057,0.0065,0.0329,0.6107,0.5969,0.4031,4,3,0.6614,1029.0,4
Wartburg College,0.7767,0.0379,0.048,0.0122,0.0014,0.002,0.0318,0.0771,0.0129,0.4547,0.5453,3,2,0.7514,1166.0,4
William Penn University,0.5275,0.2203,0.0809,0.0103,0.0086,0.0043,0.0516,0.0396,0.0568,0.5482,0.4518,4,2,0.5821,990.0,4
Baker University,0.7209,0.0806,0.0892,0.0144,0.0079,0.0036,0.0489,0.0187,0.0158,0.4209,0.5791,4,2,0.8798,1131.0,4
Benedictine College,0.7793,0.0287,0.0932,0.0123,0.0061,0.0036,0.043,0.0189,0.0148,0.4813,0.5187,4,2,0.9705,1200.0,4
Bethel College-North Newton,0.6156,0.1844,0.1022,0.0156,0.0111,0.0,0.02,0.0489,0.0022,0.5244,0.4756,3,2,0.5748,1067.0,4
Emporia State University,0.6961,0.047,0.0694,0.0089,0.0037,0.0006,0.105,0.0516,0.0178,0.3653,0.6347,4,1,0.8467,1116.0,4
Friends University,0.594,0.0911,0.0988,0.0155,0.0126,0.0019,0.061,0.0271,0.0979,0.4574,0.5426,4,2,0.4581,1109.0,4
Haskell Indian Nations University,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4025,0.5975,3,1,0.8821,942.0,4
University of Kansas,0.7064,0.0425,0.0887,0.049,0.0034,0.0012,0.0521,0.0526,0.0041,0.4785,0.5215,4,1,0.931,1235.0,4
Newman University,0.6389,0.0502,0.1374,0.0582,0.012,0.003,0.0311,0.0512,0.0181,0.3711,0.6289,4,2,0.6747,1099.0,4
Kansas Wesleyan University,0.6295,0.1287,0.1837,0.0031,0.0063,0.0016,0.033,0.0141,0.0,0.5824,0.4176,4,2,0.6063,1092.0,4
Manhattan Christian College,0.8246,0.076,0.0643,0.0058,0.0,0.0,0.0292,0.0,0.0,0.5848,0.4152,3,2,0.4417,1050.0,4
McPherson College,0.5537,0.1427,0.1819,0.0118,0.0196,0.0013,0.055,0.0039,0.0301,0.6872,0.3128,4,2,0.521,1073.0,4
Ottawa University-Ottawa,0.5854,0.1367,0.1174,0.0074,0.0178,0.003,0.0193,0.0,0.1129,0.6137,0.3863,4,2,0.1454,1020.0,4
Pittsburg State University,0.7992,0.0337,0.0632,0.0092,0.0123,0.0006,0.064,0.0168,0.001,0.5135,0.4865,4,1,0.9555,1103.0,4
Tabor College,0.5954,0.158,0.1156,0.0019,0.0173,0.0039,0.0732,0.027000000000000003,0.0077,0.605,0.395,4,2,0.5591,1038.0,4
Alice Lloyd College,0.9322,0.0348,0.0087,0.0,0.0,0.0017,0.0,0.0104,0.0122,0.4904,0.5096,3,2,0.2656,1040.0,5
Asbury University,0.7689,0.0505,0.0676,0.0145,0.0057,0.0006,0.0107,0.0562,0.0253,0.404,0.596,4,2,0.6441,1201.0,5
Bellarmine University,0.7803,0.0536,0.0532,0.023,0.0028,0.0008,0.0419,0.0157,0.0286,0.3555,0.6445,4,2,0.6622,1209.0,5
Berea College,0.5176,0.1671,0.1295,0.0285,0.0,0.0012,0.0787,0.0751,0.0024,0.4195,0.5805,3,2,0.3026,1216.0,5
Brescia University,0.6382,0.1234,0.0771,0.0142,0.0071,0.0024,0.0095,0.0059,0.1222,0.3025,0.6975,4,2,0.4233,1147.0,5
Centre College,0.7181,0.0542,0.065,0.045,0.0021,0.0007,0.0371,0.0635,0.0143,0.4832,0.5168,3,2,0.7644,1326.0,5
University of the Cumberlands,0.1403,0.0072,0.0042,0.0015,0.0009,0.0,0.0015,0.0051,0.8393,0.3967,0.6033,4,2,0.8004,1077.0,5
University of the Cumberlands,0.1403,0.0072,0.0042,0.0015,0.0009,0.0,0.0015,0.0051,0.8393,0.3967,0.6033,4,2,0.8004,1077.0,5
University of the Cumberlands,0.1403,0.0072,0.0042,0.0015,0.0009,0.0,0.0015,0.0051,0.8393,0.3967,0.6033,4,2,0.8004,1077.0,5
University of the Cumberlands,0.1403,0.0072,0.0042,0.0015,0.0009,0.0,0.0015,0.0051,0.8393,0.3967,0.6033,4,2,0.8004,1077.0,5
Eastern Kentucky University,0.8391,0.0597,0.0362,0.0089,0.0023,0.0008,0.0305,0.0123,0.0101,0.428,0.5720000000000001,4,1,0.9383,1144.0,5
Eastern Kentucky University,0.8391,0.0597,0.0362,0.0089,0.0023,0.0008,0.0305,0.0123,0.0101,0.428,0.5720000000000001,4,1,0.9383,1144.0,5
Eastern Kentucky University,0.8391,0.0597,0.0362,0.0089,0.0023,0.0008,0.0305,0.0123,0.0101,0.428,0.5720000000000001,4,1,0.9383,1144.0,5
Eastern Kentucky University,0.8391,0.0597,0.0362,0.0089,0.0023,0.0008,0.0305,0.0123,0.0101,0.428,0.5720000000000001,4,1,0.9383,1144.0,5
Georgetown College,0.7439,0.1005,0.0508,0.0053,0.0011,0.0,0.0519,0.0201,0.0265,0.454,0.546,4,2,0.6335,1187.0,5
Kentucky Mountain Bible College,0.875,0.0469,0.0469,0.0,0.0,0.0,0.0,0.0313,0.0,0.5625,0.4375,3,2,0.4824,1058.0,5
Kentucky State University,0.14800000000000002,0.7357,0.0296,0.0085,0.0035,0.0007,0.0388,0.0056,0.0296,0.4405,0.5595,4,1,0.8065,1027.0,5
Kentucky Christian University,0.6659999999999999,0.1763,0.0575,0.0019,0.0056,0.0,0.026,0.039,0.0278,0.6085,0.3915,4,2,0.4035,1004.0,5
University of Louisville,0.7033,0.1207,0.0555,0.0424,0.0011,0.0004,0.0618,0.0142,0.0004,0.4679,0.5321,4,1,0.6928,1226.0,5
Midway University,0.7449,0.0842,0.0698,0.0063,0.0027,0.0009,0.0331,0.0018,0.0564,0.308,0.6920000000000001,4,2,0.5964,1078.0,5
Morehead State University,0.8903,0.0362,0.0189,0.0041,0.001,0.0005,0.0254,0.0163,0.0073,0.3898,0.6102,4,1,0.7759999999999999,1147.0,5
Murray State University,0.8175,0.0625,0.0227,0.0069,0.0024,0.0007,0.0288,0.0288,0.0296,0.3949,0.6051,4,1,0.8239,1195.0,5
Northern Kentucky University,0.8036,0.0736,0.037000000000000005,0.0139,0.002,0.0007,0.0329,0.029,0.0073,0.4233,0.5767,4,1,0.9018,1148.0,5
The Southern Baptist Theological Seminary,0.8698,0.0188,0.0138,0.0213,0.0025,0.0025,0.0013,0.0613,0.0088,0.5670000000000001,0.433,4,2,0.68,1136.0,5
Spalding University,0.6659,0.1751,0.0606,0.016,0.0046,0.0011,0.0561,0.0011,0.0195,0.3089,0.6911,4,2,0.7932,1035.0,5
Thomas More University,0.7804,0.0806,0.0318,0.0084,0.0013,0.0026,0.0468,0.0117,0.0364,0.4932,0.5068,4,2,0.9058,1116.0,5
Transylvania University,0.7907,0.055,0.0381,0.0233,0.0021,0.0,0.0465,0.0,0.0444,0.3985,0.6015,3,2,0.8967,1259.0,5
Western Kentucky University,0.7854,0.0913,0.0388,0.0185,0.0024,0.0011,0.0341,0.0234,0.0049,0.4107,0.5893,4,1,0.9726,1150.0,5
Centenary College of Louisiana,0.6372,0.1694,0.1123,0.0258,0.0018,0.0,0.0405,0.0092,0.0037,0.407,0.593,4,2,0.5978,1207.0,5
Dillard University,0.0033,0.7095,0.0214,0.0,0.0016,0.0008,0.0181,0.0041,0.2412,0.2469,0.7531,3,2,0.3881,1075.0,5
Grambling State University,0.0089,0.9254,0.0089,0.0017,0.0012,0.0,0.0,0.0453,0.0087,0.3761,0.6239,4,1,0.9723,981.0,5
Louisiana State University-Alexandria,0.6405,0.1981,0.0183,0.0111,0.0747,0.0,0.0287,0.0204,0.0083,0.2841,0.7159,3,1,0.5628,1032.0,5
Louisiana State University and Agricultural & Mechanical College,0.69,0.1325,0.0718,0.047,0.0041,0.0011,0.0251,0.0174,0.0109,0.4721,0.5279,4,1,0.7458,1242.0,5
Louisiana Tech University,0.7148,0.1242,0.0415,0.0145,0.0045,0.001,0.0286,0.0215,0.0494,0.5503,0.4497,4,1,0.6409,1218.0,5
Loyola University New Orleans,0.4611,0.1738,0.1929,0.0315,0.0046,0.0023,0.0486,0.0253,0.0598,0.3395,0.6605,4,2,0.7502,1194.0,5
McNeese State University,0.677,0.1609,0.0384,0.0152,0.0047,0.0007,0.0345,0.0656,0.0029,0.4061,0.5939,4,1,0.8074,1121.0,5
Nicholls State University,0.6864,0.1891,0.0394,0.0107,0.0226,0.0009,0.0264,0.0142,0.0103,0.3599,0.6401,4,1,0.8799,1134.0,5
University of Louisiana at Monroe,0.6074,0.2397,0.028,0.0175,0.003,0.0002,0.0264,0.0472,0.0308,0.3406,0.6594,4,1,0.8004,1105.0,5
Franciscan Missionaries of Our Lady University,0.7011,0.1499,0.0786,0.0362,0.0103,0.0021,0.0,0.0,0.0217,0.1624,0.8376,4,2,0.5668,1120.0,5
Southern University at New Orleans,0.0237,0.8302,0.0101,0.003,0.0024,0.0006,0.0,0.0254,0.1047,0.2757,0.7243,4,1,0.6033,925.0,5
University of Louisiana at Lafayette,0.6385,0.2059,0.0581,0.0257,0.0032,0.0012,0.0281,0.0115,0.0279,0.43,0.57,4,1,0.6791,1169.0,5
Tulane University of Louisiana,0.6809999999999999,0.0702,0.0782,0.0515,0.002,0.0009,0.041,0.0623,0.013,0.4114,0.5886,4,2,0.1287,1444.0,5
Xavier University of Louisiana,0.0172,0.8159,0.0444,0.0376,0.0004,0.0,0.0388,0.0176,0.028,0.2362,0.7638,4,2,0.5998,1120.0,5
Maine College of Health Professions,0.8525,0.0383,0.0055,0.0164,0.0,0.0,0.0273,0.0,0.0601,0.08199999999999999,0.918,2,2,0.5217,970.0,1
University of Maine at Fort Kent,0.7582,0.0497,0.0328,0.0079,0.0079,0.0023,0.0463,0.0621,0.0328,0.2757,0.7243,3,1,0.9933,976.0,1
Maine Maritime Academy,0.8446,0.0182,0.0343,0.0141,0.005,0.0,0.0,0.005,0.0787,0.8365,0.1635,4,1,0.4532,1115.0,1
Saint Joseph's College of Maine,0.3723,0.0086,0.0133,0.0063,0.0047,0.0016,0.0,0.0,0.5933,0.3636,0.6364,4,2,0.8716,1072.0,1
University of Southern Maine,0.7878,0.0723,0.0331,0.0244,0.006999999999999999,0.0004,0.0352,0.0133,0.0265,0.4185,0.5815,4,1,0.809,1058.0,1
University of Baltimore,0.3013,0.4794,0.0589,0.0451,0.0064,0.0064,0.0427,0.0221,0.0378,0.4205,0.5795,4,1,0.7804,1052.0,2
Bowie State University,0.0197,0.8195,0.0452,0.014,0.0018,0.0018,0.0415,0.024,0.0326,0.3959,0.6041,4,1,0.7967,949.0,2
Capitol Technology University,0.3939,0.2711,0.0997,0.0512,0.0026,0.0,0.0409,0.0051,0.1355,0.8056,0.1944,4,2,0.8338,1124.0,2
Washington Adventist University,0.0525,0.5092,0.199,0.0354,0.0024,0.0012,0.022,0.105,0.0733,0.326,0.674,4,2,0.5877,948.0,2
Coppin State University,0.0192,0.8319,0.0277,0.0034,0.0047,0.0,0.0286,0.067,0.0175,0.227,0.773,4,1,0.2798,903.0,2
Frostburg State University,0.5252,0.3192,0.0525,0.0181,0.002,0.0,0.0467,0.0291,0.0073,0.4787,0.5213,4,1,0.8014,1033.0,2
Goucher College,0.4948,0.2022,0.1042,0.0424,0.0,0.0014,0.041,0.0257,0.0883,0.3315,0.6685,4,2,0.813,1166.0,2
Johns Hopkins University,0.2807,0.0756,0.1531,0.2646,0.0014,0.0016,0.0632,0.1152,0.0447,0.4844,0.5156,4,2,0.1117,1514.0,2
University of Maryland-Baltimore County,0.3911,0.1912,0.0826,0.2162,0.0014,0.0013,0.0531,0.0403,0.0228,0.5516,0.4484,4,1,0.6103,1270.0,2
University of Maryland-College Park,0.4887,0.1141,0.0943,0.1828,0.001,0.0007,0.0452,0.044,0.0291,0.521,0.479,4,1,0.4418,1389.0,2
Maryland Institute College of Art,0.3592,0.0764,0.0983,0.0971,0.0,0.0,0.0621,0.277,0.0299,0.2517,0.7483,4,2,0.6389,1230.0,2
University of Maryland Eastern Shore,0.096,0.5797,0.0463,0.0176,0.0018,0.0,0.0286,0.0326,0.1974,0.4489,0.5511,4,1,0.6467,941.0,2
Morgan State University,0.0169,0.8263,0.0389,0.0076,0.0014,0.0009,0.0347,0.0602,0.013,0.4283,0.5717,4,1,0.6784,737.0,2
Notre Dame of Maryland University,0.3766,0.2802,0.1195,0.0707,0.0,0.0,0.054000000000000006,0.0206,0.0784,0.0347,0.9653,4,2,0.6173,1026.0,2
St. Mary's College of Maryland,0.7067,0.103,0.0655,0.0402,0.0014,0.0014,0.0553,0.0048,0.0218,0.4086,0.5914,4,1,0.8427,1184.0,2
Towson University,0.5151,0.2448,0.0868,0.0676,0.0009,0.0008,0.0543,0.0161,0.0134,0.4064,0.5936,4,1,0.7631,1139.0,2
United States Naval Academy,0.6148,0.0677,0.1155,0.0736,0.002,0.0044,0.0987,0.013,0.0104,0.725,0.275,3,1,0.0833,1348.0,0
Amherst College,0.4328,0.1017,0.1316,0.1479,0.0049,0.0011,0.0653,0.0881,0.0266,0.4976,0.5024,3,2,0.1131,1431.0,1
Babson College,0.3386,0.0448,0.1222,0.108,0.0009,0.0004,0.025,0.29600000000000004,0.0641,0.5383,0.4617,4,2,0.2641,1362.0,1
Boston Baptist College,0.8182,0.0682,0.1136,0.0,0.0,0.0,0.0,0.0,0.0,0.6364,0.3636,3,2,0.9091,1012.0,1
Bay Path University,0.5433,0.1422,0.2217,0.0178,0.0028,0.0011,0.0217,0.0072,0.0422,0.0,1.0,4,2,0.7177,1069.0,1
Bentley University,0.5817,0.0354,0.0748,0.0885,0.0002,0.0005,0.0255,0.1525,0.0409,0.5932,0.4068,4,2,0.4672,1327.0,1
Boston University,0.3637,0.0407,0.1173,0.1713,0.0004,0.0008,0.0429,0.2182,0.0447,0.4107,0.5893,4,2,0.1894,1433.0,1
Brandeis University,0.4584,0.0527,0.0832,0.14300000000000002,0.0008,0.0016,0.0381,0.1982,0.0239,0.3912,0.6088,4,2,0.299,1434.0,1
Bridgewater State University,0.7122,0.118,0.0788,0.0195,0.0015,0.0008,0.052000000000000005,0.0041,0.0131,0.4146,0.5854,4,1,0.8766,1063.0,1
Curry College,0.6429,0.1212,0.0761,0.0263,0.0031,0.0018,0.028,0.014,0.0867,0.4057,0.5943,4,2,0.8706,1034.0,1
Dean College,0.5725,0.1412,0.0908,0.0153,0.0031,0.0015,0.0443,0.0443,0.087,0.487,0.513,3,2,0.6882,1010.0,1
Eastern Nazarene College,0.4629,0.1845,0.1614,0.0362,0.0082,0.0016,0.0494,0.0824,0.0132,0.4712,0.5288,4,2,0.5901,1002.0,1
Emerson College,0.5939,0.0359,0.1294,0.0506,0.001,0.0003,0.039,0.1323,0.0176,0.387,0.613,4,2,0.3335,1318.0,1
Saint John Fisher College,0.8412,0.0405,0.0531,0.0311,0.003,0.0,0.0178,0.0015,0.0117,0.4077,0.5923,4,2,0.6449,1166.0,2
Saint John Fisher College,0.8412,0.0405,0.0531,0.0311,0.003,0.0,0.0178,0.0015,0.0117,0.4077,0.5923,4,2,0.6449,1166.0,2
Saint John Fisher College,0.8412,0.0405,0.0531,0.0311,0.003,0.0,0.0178,0.0015,0.0117,0.4077,0.5923,4,2,0.6449,1166.0,2
Saint John Fisher College,0.8412,0.0405,0.0531,0.0311,0.003,0.0,0.0178,0.0015,0.0117,0.4077,0.5923,4,2,0.6449,1166.0,2
Saint John Fisher College,0.8412,0.0405,0.0531,0.0311,0.003,0.0,0.0178,0.0015,0.0117,0.4077,0.5923,4,2,0.6449,1166.0,2
Saint John Fisher College,0.8412,0.0405,0.0531,0.0311,0.003,0.0,0.0178,0.0015,0.0117,0.4077,0.5923,4,2,0.6449,1166.0,2
Fitchburg State University,0.6859999999999999,0.1092,0.1281,0.0254,0.0013,0.0003,0.0377,0.0058,0.0063,0.4605,0.5395,4,1,0.8835,1072.0,1
Framingham State University,0.6064,0.1386,0.1677,0.0331,0.0008,0.0,0.0355,0.0037,0.0142,0.4323,0.5677,4,1,0.7425,1048.0,1
Harvard University,0.3893,0.0848,0.1133,0.1993,0.0024,0.0009,0.0746,0.1186,0.0168,0.5047,0.4953,4,2,0.0464,1517.0,1
Lasell University,0.6532,0.0872,0.105,0.0289,0.0012,0.0006,0.0239,0.0479,0.0522,0.3622,0.6378,4,2,0.8365,1080.0,1
Lesley University,0.5652,0.0881,0.1649,0.0507,0.0034,0.002,0.0384,0.0428,0.0443,0.2211,0.7789,4,2,0.7468,1109.0,1
University of Massachusetts-Lowell,0.5861,0.0657,0.1242,0.119,0.001,0.0004,0.0312,0.0321,0.0403,0.6061,0.3939,4,1,0.7335,1239.0,1
University of Massachusetts-Amherst,0.6107,0.0471,0.0759,0.1057,0.0011,0.0006,0.0328,0.0722,0.0539,0.5017,0.4983,4,1,0.638,1299.0,1
MCPHS University,0.3589,0.0939,0.0807,0.202,0.0017,0.0002,0.0222,0.1526,0.0877,0.268,0.732,4,2,0.8533,1130.0,1
Massachusetts Institute of Technology,0.2881,0.062,0.1548,0.2967,0.002,0.0007,0.0802,0.1014,0.0142,0.5306,0.4694,4,2,0.067,1547.0,1
Massachusetts Maritime Academy,0.847,0.0121,0.0411,0.0127,0.0018,0.0,0.0266,0.006,0.0526,0.8833,0.1167,4,1,0.9146,1100.0,1
Massachusetts College of Liberal Arts,0.7019,0.1041,0.1033,0.0172,0.0016,0.0008,0.0297,0.0023,0.0391,0.3858,0.6142,4,1,0.8164,1070.0,1
College of Our Lady of the Elms,0.5108,0.0787,0.1356,0.0181,0.0027,0.0009,0.0181,0.0045,0.2306,0.2432,0.7568,4,2,0.7509,1053.0,1
Salem State University,0.6022,0.0888,0.1913,0.0317,0.0014,0.0005,0.032,0.0291,0.0231,0.3720000000000001,0.628,4,1,0.8558,1085.0,1
Salem State University,0.6022,0.0888,0.1913,0.0317,0.0014,0.0005,0.032,0.0291,0.0231,0.3720000000000001,0.628,4,1,0.8558,1085.0,1
Salem State University,0.6022,0.0888,0.1913,0.0317,0.0014,0.0005,0.032,0.0291,0.0231,0.3720000000000001,0.628,4,1,0.8558,1085.0,1
Salem State University,0.6022,0.0888,0.1913,0.0317,0.0014,0.0005,0.032,0.0291,0.0231,0.3720000000000001,0.628,4,1,0.8558,1085.0,1
Hardin-Simmons University,0.5916,0.1126,0.2009,0.0172,0.0053,0.0006,0.035,0.0308,0.0059,0.4624,0.5376,4,2,0.8378,1061.0,6
Hardin-Simmons University,0.5916,0.1126,0.2009,0.0172,0.0053,0.0006,0.035,0.0308,0.0059,0.4624,0.5376,4,2,0.8378,1061.0,6
Hardin-Simmons University,0.5916,0.1126,0.2009,0.0172,0.0053,0.0006,0.035,0.0308,0.0059,0.4624,0.5376,4,2,0.8378,1061.0,6
Hardin-Simmons University,0.5916,0.1126,0.2009,0.0172,0.0053,0.0006,0.035,0.0308,0.0059,0.4624,0.5376,4,2,0.8378,1061.0,6
Springfield College,0.7337,0.0539,0.0795,0.0228,0.0028,0.0005,0.0251,0.0372,0.0446,0.5009,0.4991,4,2,0.6806,1128.0,1
University of Massachusetts-Dartmouth,0.5928,0.1654,0.1034,0.0357,0.0011,0.0002,0.043,0.0194,0.0389,0.4982,0.5018,4,1,0.7483,1091.0,1
Suffolk University,0.4745,0.0539,0.134,0.0751,0.0017,0.0008,0.0261,0.1983,0.0355,0.4411,0.5589,4,2,0.8363,1123.0,1
Tufts University,0.5321,0.0436,0.07400000000000001,0.1443,0.0005,0.0003,0.0549,0.1064,0.0439,0.4672,0.5328,4,2,0.1495,1472.0,1
Wellesley College,0.3655,0.0665,0.1309,0.2304,0.0008,0.0,0.0711,0.1309,0.0038,0.0,1.0,3,2,0.2156,1452.0,1
Wentworth Institute of Technology,0.6297,0.0594,0.0781,0.0852,0.0005,0.0014,0.0286,0.067,0.0502,0.7866,0.2134,4,2,0.6855,1171.0,1
Westfield State University,0.7504,0.0518,0.1056,0.0173,0.0029,0.0004,0.0326,0.0035,0.0355,0.4469,0.5531,4,1,0.8716,1066.0,1
Williams College,0.4896,0.0695,0.1341,0.1238,0.001,0.0005,0.0597,0.0853,0.0365,0.503,0.4970000000000001,4,2,0.126,1488.0,1
Albion College,0.5899,0.1606,0.1206,0.0179,0.0028,0.0,0.0345,0.0159,0.0579,0.4673,0.5327,3,2,0.6876,1118.0,3
Alma College,0.7925,0.0269,0.0496,0.0135,0.005,0.0,0.039,0.022,0.0517,0.4186,0.5814,3,2,0.6238,1131.0,3
Andrews University,0.2625,0.1957,0.1567,0.1323,0.0028,0.0028,0.062,0.1692,0.016,0.461,0.539,4,2,0.6704,1215.0,3
Calvin University,0.6895,0.0367,0.0503,0.0517,0.0009,0.0003,0.0308,0.1289,0.0109,0.4737,0.5263,4,2,0.769,1264.0,3
Central Michigan University,0.7575,0.1033,0.0514,0.0111,0.008,0.0007,0.0399,0.0183,0.0097,0.4094,0.5906,4,1,0.6951,1106.0,3
Cleary University,0.7489,0.1039,0.0022,0.0087,0.0173,0.0043,0.0,0.0195,0.0952,0.5368,0.4632,4,2,0.7143,1059.0,3
Concordia University-Ann Arbor,0.7676,0.1117,0.0022,0.0078,0.0045,0.0034,0.057,0.019,0.0268,0.4592,0.5408,4,2,0.4906,1065.0,3
Concordia University-Ann Arbor,0.7676,0.1117,0.0022,0.0078,0.0045,0.0034,0.057,0.019,0.0268,0.4592,0.5408,4,2,0.4906,1065.0,3
Concordia University-Ann Arbor,0.7676,0.1117,0.0022,0.0078,0.0045,0.0034,0.057,0.019,0.0268,0.4592,0.5408,4,2,0.4906,1065.0,3
Concordia University-Ann Arbor,0.7676,0.1117,0.0022,0.0078,0.0045,0.0034,0.057,0.019,0.0268,0.4592,0.5408,4,2,0.4906,1065.0,3
University of Detroit Mercy,0.5912,0.1286,0.0657,0.0629,0.0031,0.0016,0.0258,0.0707,0.0504,0.3693,0.6307,4,2,0.7749,1168.0,3
Eastern Michigan University,0.6215,0.1721,0.0623,0.0293,0.0025,0.0009,0.0357,0.0208,0.0549,0.3963,0.6037,4,1,0.7406,1088.0,3
Ferris State University,0.7729,0.0847,0.061,0.0135,0.0047,0.0006,0.0415,0.014,0.0071,0.4817,0.5183,4,1,0.8664,1058.0,3
Kettering University,0.7629,0.0199,0.0493,0.055,0.0023,0.0,0.0363,0.038,0.0363,0.7901,0.2099,4,2,0.7299,1278.0,3
Cornerstone University,0.7625,0.0965,0.0528,0.0208,0.0028,0.0014,0.0188,0.0444,0.0,0.3653,0.6347,4,2,0.7757,1085.0,3
Grand Valley State University,0.8174,0.0436,0.0594,0.0241,0.0032,0.0006,0.0378,0.0112,0.0028,0.4022,0.5978,4,1,0.8302,1161.0,3
Kalamazoo College,0.5573,0.0735,0.1542,0.0696,0.0016,0.0008,0.0498,0.0688,0.0245,0.4427,0.5573,3,2,0.7595,1284.0,3
Lake Superior State University,0.7998,0.0132,0.0219,0.0092,0.08800000000000001,0.0006,0.0,0.0397,0.0276,0.4701,0.5299,3,1,0.5723,1080.0,3
Lawrence Technological University,0.6821,0.0855,0.0299,0.0335,0.001,0.0,0.0206,0.1077,0.0397,0.7197,0.2803,4,2,0.7927,1157.0,3
Madonna University,0.6044,0.105,0.0465,0.0256,0.0017,0.0017,0.0307,0.1391,0.0452,0.3218,0.6782,4,2,0.746,1042.0,3
Rochester University,0.6994,0.1976,0.0189,0.0118,0.0047,0.0,0.026,0.0284,0.013,0.3621,0.6379,4,2,1.0,980.0,3
Rochester University,0.6994,0.1976,0.0189,0.0118,0.0047,0.0,0.026,0.0284,0.013,0.3621,0.6379,4,2,1.0,980.0,3
