School,white,black,hispanic,asian,aian,nhpi,tom,ntr,unk,men,women,highest_degree,ownership,region
SUNY Downstate Health Sciences University,0.3956,0.1923,0.1484,0.1923,0.0,0.0055,0.0165,0.0,0.0495,0.2033,0.7967,4,1,2
SUNY Empire State College,0.5603,0.1595,0.1416,0.0253,0.0035,0.002,0.0257,0.0054,0.0767,0.3685,0.6315,4,1,2
SUNY Empire State College,0.5603,0.1595,0.1416,0.0253,0.0035,0.002,0.0257,0.0054,0.0767,0.3685,0.6315,4,1,2
SUNY Maritime College,0.6722,0.0503,0.1675,0.0437,0.0007,0.0,0.0238,0.0132,0.0285,0.8623,0.1377,4,1,2
SUNY Maritime College,0.6722,0.0503,0.1675,0.0437,0.0007,0.0,0.0238,0.0132,0.0285,0.8623,0.1377,4,1,2
Upstate Medical University,0.7447,0.034,0.0553,0.0511,0.0,0.0,0.0085,0.017,0.0894,0.2,0.8,4,1,2
Upstate Medical University,0.7447,0.034,0.0553,0.0511,0.0,0.0,0.0085,0.017,0.0894,0.2,0.8,4,1,2
Swedish Institute a College of Health Sciences,0.0799,0.4157,0.2663,0.0577,0.003,0.0,0.0311,0.0,0.1464,0.2189,0.7811,2,3,2
Swedish Institute a College of Health Sciences,0.0799,0.4157,0.2663,0.0577,0.003,0.0,0.0311,0.0,0.1464,0.2189,0.7811,2,3,2
Syracuse University,0.5604,0.065,0.0954,0.0646,0.0057,0.0007,0.0339,0.1459,0.0285,0.4663,0.5337,4,2,2
Syracuse University,0.5604,0.065,0.0954,0.0646,0.0057,0.0007,0.0339,0.1459,0.0285,0.4663,0.5337,4,2,2
Talmudical Seminary Oholei Torah,0.883,0.0,0.0,0.0,0.0,0.0,0.0,0.117,0.0,1.0,0.0,3,2,2
Talmudical Seminary Oholei Torah,0.883,0.0,0.0,0.0,0.0,0.0,0.0,0.117,0.0,1.0,0.0,3,2,2
Talmudical Institute of Upstate New York,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,2,2
Talmudical Institute of Upstate New York,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,2,2
Tompkins Cortland Community College,0.6145,0.1255,0.1166,0.0237,0.0016,0.0005,0.0638,0.0174,0.0364,0.4436,0.5564,2,1,2
Tompkins Cortland Community College,0.6145,0.1255,0.1166,0.0237,0.0016,0.0005,0.0638,0.0174,0.0364,0.4436,0.5564,2,1,2
Torah Temimah Talmudical Seminary,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,2,2
Torah Temimah Talmudical Seminary,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,2,2
Touro College,0.5941,0.1301,0.0938,0.028,0.0014,0.0024,0.0064,0.0372,0.1065,0.3048,0.6952,4,2,2
Touro College,0.5941,0.1301,0.0938,0.028,0.0014,0.0024,0.0064,0.0372,0.1065,0.3048,0.6952,4,2,2
Trocaire College,0.6318,0.1963,0.0649,0.0177,0.0135,0.0,0.0236,0.0,0.0522,0.1289,0.8711,3,2,2
Trocaire College,0.6318,0.1963,0.0649,0.0177,0.0135,0.0,0.0236,0.0,0.0522,0.1289,0.8711,3,2,2
Excelsior College,0.6162,0.1735,0.1142,0.0278,0.0055,0.006,0.0381,0.0082,0.0104,0.5069,0.4931,4,2,2
Excelsior College,0.6162,0.1735,0.1142,0.0278,0.0055,0.006,0.0381,0.0082,0.0104,0.5069,0.4931,4,2,2
Ulster County Community College,0.6258,0.0942,0.1824,0.0194,0.0028,0.0006,0.0349,0.0017,0.0382,0.4324,0.5676,2,1,2
Ulster County Community College,0.6258,0.0942,0.1824,0.0194,0.0028,0.0006,0.0349,0.0017,0.0382,0.4324,0.5676,2,1,2
United Talmudical Seminary,0.9822,0.0,0.0,0.0,0.0,0.0,0.0,0.0178,0.0,1.0,0.0,3,2,2
United Talmudical Seminary,0.9822,0.0,0.0,0.0,0.0,0.0,0.0,0.0178,0.0,1.0,0.0,3,2,2
United States Merchant Marine Academy,0.7885,0.0149,0.0566,0.0655,0.0089,0.0079,0.0407,0.0079,0.0089,0.7865,0.2135,4,1,0
United States Merchant Marine Academy,0.7885,0.0149,0.0566,0.0655,0.0089,0.0079,0.0407,0.0079,0.0089,0.7865,0.2135,4,1,0
United States Military Academy,0.6356,0.1223,0.1003,0.0801,0.0083,0.0018,0.0287,0.0132,0.0096,0.7705,0.2295,3,1,0
United States Military Academy,0.6356,0.1223,0.1003,0.0801,0.0083,0.0018,0.0287,0.0132,0.0096,0.7705,0.2295,3,1,0
Utica College,0.6778,0.096,0.0934,0.0409,0.0044,0.0006,0.0231,0.0083,0.0554,0.4176,0.5824,4,2,2
Utica College,0.6778,0.096,0.0934,0.0409,0.0044,0.0006,0.0231,0.0083,0.0554,0.4176,0.5824,4,2,2
Vassar College,0.5506,0.0372,0.1107,0.1185,0.0004,0.0,0.0892,0.09,0.0033,0.411,0.589,3,2,2
Vassar College,0.5506,0.0372,0.1107,0.1185,0.0004,0.0,0.0892,0.09,0.0033,0.411,0.589,3,2,2
Villa Maria College,0.5078,0.314,0.0911,0.0136,0.0039,0.0,0.0562,0.0136,0.0,0.4225,0.5775,3,2,2
Villa Maria College,0.5078,0.314,0.0911,0.0136,0.0039,0.0,0.0562,0.0136,0.0,0.4225,0.5775,3,2,2
School of Visual Arts,0.1965,0.0353,0.0999,0.1436,0.0,0.0,0.0,0.5057,0.019,0.2835,0.7165,4,3,2
School of Visual Arts,0.1965,0.0353,0.0999,0.1436,0.0,0.0,0.0,0.5057,0.019,0.2835,0.7165,4,3,2
Wagner College,0.611,0.0806,0.1297,0.0532,0.0012,0.0006,0.0321,0.0444,0.0473,0.3324,0.6676,4,2,2
Wagner College,0.611,0.0806,0.1297,0.0532,0.0012,0.0006,0.0321,0.0444,0.0473,0.3324,0.6676,4,2,2
Webb Institute,0.8039,0.0,0.0392,0.0784,0.0,0.0,0.0784,0.0,0.0,0.7745,0.2255,3,2,2
Webb Institute,0.8039,0.0,0.0392,0.0784,0.0,0.0,0.0784,0.0,0.0,0.7745,0.2255,3,2,2
Wells College,0.6126,0.1283,0.1646,0.0194,0.0073,0.0,0.0315,0.0169,0.0194,0.3487,0.6513,3,2,2
Wells College,0.6126,0.1283,0.1646,0.0194,0.0073,0.0,0.0315,0.0169,0.0194,0.3487,0.6513,3,2,2
The College of Westchester,0.0797,0.4031,0.4661,0.019,0.0012,0.0012,0.0107,0.0,0.019,0.3282,0.6718,3,3,2
The College of Westchester,0.0797,0.4031,0.4661,0.019,0.0012,0.0012,0.0107,0.0,0.019,0.3282,0.6718,3,3,2
SUNY Westchester Community College,0.2725,0.1967,0.4241,0.0352,0.0024,0.0015,0.0209,0.0149,0.0318,0.4868,0.5132,2,1,2
SUNY Westchester Community College,0.2725,0.1967,0.4241,0.0352,0.0024,0.0015,0.0209,0.0149,0.0318,0.4868,0.5132,2,1,2
Westchester School of Beauty Culture,0.2083,0.4444,0.2917,0.0278,0.0,0.0,0.0,0.0278,0.0,0.0278,0.9722,1,3,2
Westchester School of Beauty Culture,0.2083,0.4444,0.2917,0.0278,0.0,0.0,0.0,0.0278,0.0,0.0278,0.9722,1,3,2
Word of Life Bible Institute,0.6981,0.0245,0.0774,0.017,0.0,0.0019,0.017,0.1321,0.0321,0.4038,0.5962,1,2,2
Word of Life Bible Institute,0.6981,0.0245,0.0774,0.017,0.0,0.0019,0.017,0.1321,0.0321,0.4038,0.5962,1,2,2
Yeshiva Karlin Stolin,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,2,2
Yeshiva Karlin Stolin,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,2,2
Yeshiva Derech Chaim,0.8652,0.0,0.0,0.0,0.0,0.0,0.0,0.1348,0.0,1.0,0.0,4,2,2
Yeshiva Derech Chaim,0.8652,0.0,0.0,0.0,0.0,0.0,0.0,0.1348,0.0,1.0,0.0,4,2,2
Yeshiva of Nitra Rabbinical College,0.949,0.0,0.0,0.0,0.0,0.0,0.0,0.051,0.0,1.0,0.0,4,2,2
Yeshiva of Nitra Rabbinical College,0.949,0.0,0.0,0.0,0.0,0.0,0.0,0.051,0.0,1.0,0.0,4,2,2
Yeshiva Shaar Hatorah,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,2,2
Yeshiva Shaar Hatorah,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,2,2
Yeshiva University,0.9218,0.0,0.0011,0.0,0.0,0.0,0.0011,0.066,0.01,0.5354,0.4646,4,2,2
Yeshiva University,0.9218,0.0,0.0011,0.0,0.0,0.0,0.0011,0.066,0.01,0.5354,0.4646,4,2,2
Yeshivath Viznitz,0.9647,0.0,0.0,0.0,0.0,0.0,0.0,0.0353,0.0,1.0,0.0,3,2,2
Yeshivath Viznitz,0.9647,0.0,0.0,0.0,0.0,0.0,0.0,0.0353,0.0,1.0,0.0,3,2,2
Yeshivath Zichron Moshe,0.8956,0.0,0.0,0.0,0.0,0.0,0.0,0.0934,0.011,1.0,0.0,3,2,2
Yeshivath Zichron Moshe,0.8956,0.0,0.0,0.0,0.0,0.0,0.0,0.0934,0.011,1.0,0.0,3,2,2
College of the Albemarle,0.6592,0.1599,0.056,0.0073,0.008,0.0007,0.0385,0.0458,0.0247,0.327,0.6729999999999999,2,1,5
College of the Albemarle,0.6592,0.1599,0.056,0.0073,0.008,0.0007,0.0385,0.0458,0.0247,0.327,0.6729999999999999,2,1,5
South Piedmont Community College,0.5339,0.239,0.1495,0.0182,0.0042,0.0007,0.0196,0.0119,0.0231,0.2984,0.7016,2,1,5
South Piedmont Community College,0.5339,0.239,0.1495,0.0182,0.0042,0.0007,0.0196,0.0119,0.0231,0.2984,0.7016,2,1,5
South Piedmont Community College,0.5339,0.239,0.1495,0.0182,0.0042,0.0007,0.0196,0.0119,0.0231,0.2984,0.7016,2,1,5
South Piedmont Community College,0.5339,0.239,0.1495,0.0182,0.0042,0.0007,0.0196,0.0119,0.0231,0.2984,0.7016,2,1,5
South Piedmont Community College,0.5339,0.239,0.1495,0.0182,0.0042,0.0007,0.0196,0.0119,0.0231,0.2984,0.7016,2,1,5
South Piedmont Community College,0.5339,0.239,0.1495,0.0182,0.0042,0.0007,0.0196,0.0119,0.0231,0.2984,0.7016,2,1,5
South Piedmont Community College,0.5339,0.239,0.1495,0.0182,0.0042,0.0007,0.0196,0.0119,0.0231,0.2984,0.7016,2,1,5
South Piedmont Community College,0.5339,0.239,0.1495,0.0182,0.0042,0.0007,0.0196,0.0119,0.0231,0.2984,0.7016,2,1,5
Appalachian State University,0.8201,0.0354,0.0717,0.0161,0.0027,0.0004,0.0413,0.0041,0.0082,0.436,0.564,4,1,5
Appalachian State University,0.8201,0.0354,0.0717,0.0161,0.0027,0.0004,0.0413,0.0041,0.0082,0.436,0.564,4,1,5
Asheville-Buncombe Technical Community College,0.7586,0.0584,0.1084,0.0124,0.0028,0.0012,0.0353,0.0023,0.0206,0.4064,0.5936,2,1,5
Asheville-Buncombe Technical Community College,0.7586,0.0584,0.1084,0.0124,0.0028,0.0012,0.0353,0.0023,0.0206,0.4064,0.5936,2,1,5
Beaufort County Community College,0.5641,0.2563,0.1195,0.0051,0.0029,0.0,0.0217,0.0029,0.0275,0.3208,0.6792,2,1,5
Beaufort County Community College,0.5641,0.2563,0.1195,0.0051,0.0029,0.0,0.0217,0.0029,0.0275,0.3208,0.6792,2,1,5
Belmont Abbey College,0.6107,0.1337,0.0153,0.0181,0.0097,0.0,0.0021,0.0258,0.1845,0.5139,0.4861,3,2,5
Belmont Abbey College,0.6107,0.1337,0.0153,0.0181,0.0097,0.0,0.0021,0.0258,0.1845,0.5139,0.4861,3,2,5
Bennett College,0.0,0.9741,0.0129,0.0065,0.0,0.0,0.0,0.0065,0.0,0.0,1.0,3,2,5
Bennett College,0.0,0.9741,0.0129,0.0065,0.0,0.0,0.0,0.0065,0.0,0.0,1.0,3,2,5
Bladen Community College,0.3955,0.2438,0.0659,0.0,0.2264,0.0012,0.0398,0.0,0.0274,0.2512,0.7488,2,1,5
Bladen Community College,0.3955,0.2438,0.0659,0.0,0.2264,0.0012,0.0398,0.0,0.0274,0.2512,0.7488,2,1,5
Blue Ridge Community College,0.7282,0.0508,0.1377,0.018000000000000002,0.0014,0.0,0.0274,0.0115,0.0249,0.4171,0.5829,2,1,5
Blue Ridge Community College,0.7282,0.0508,0.1377,0.018000000000000002,0.0014,0.0,0.0274,0.0115,0.0249,0.4171,0.5829,2,1,5
Blue Ridge Community College,0.7282,0.0508,0.1377,0.018000000000000002,0.0014,0.0,0.0274,0.0115,0.0249,0.4171,0.5829,2,1,5
Blue Ridge Community College,0.7282,0.0508,0.1377,0.018000000000000002,0.0014,0.0,0.0274,0.0115,0.0249,0.4171,0.5829,2,1,5
Blue Ridge Community College,0.7282,0.0508,0.1377,0.018000000000000002,0.0014,0.0,0.0274,0.0115,0.0249,0.4171,0.5829,2,1,5
Blue Ridge Community College,0.7282,0.0508,0.1377,0.018000000000000002,0.0014,0.0,0.0274,0.0115,0.0249,0.4171,0.5829,2,1,5
Brevard College,0.6662,0.14,0.0956,0.0067,0.0135,0.0,0.0498,0.0094,0.0188,0.5518,0.4482,3,2,5
Brevard College,0.6662,0.14,0.0956,0.0067,0.0135,0.0,0.0498,0.0094,0.0188,0.5518,0.4482,3,2,5
Brunswick Community College,0.7013,0.1296,0.0742,0.0049,0.0059,0.0,0.0376,0.0,0.0465,0.3798,0.6202,2,1,5
Brunswick Community College,0.7013,0.1296,0.0742,0.0049,0.0059,0.0,0.0376,0.0,0.0465,0.3798,0.6202,2,1,5
Cabarrus College of Health Sciences,0.8009,0.1076,0.0412,0.0137,0.0046,0.0023,0.0275,0.0,0.0023,0.087,0.913,4,2,5
Cabarrus College of Health Sciences,0.8009,0.1076,0.0412,0.0137,0.0046,0.0023,0.0275,0.0,0.0023,0.087,0.913,4,2,5
Caldwell Community College and Technical Institute,0.7964,0.0537,0.0743,0.0134,0.0059,0.0021,0.0202,0.0084,0.0256,0.3887,0.6113,2,1,5
Caldwell Community College and Technical Institute,0.7964,0.0537,0.0743,0.0134,0.0059,0.0021,0.0202,0.0084,0.0256,0.3887,0.6113,2,1,5
Campbell University,0.5843,0.1502,0.0975,0.0241,0.0038,0.0023,0.0522,0.02,0.0656,0.4777,0.5223,4,2,5
Campbell University,0.5843,0.1502,0.0975,0.0241,0.0038,0.0023,0.0522,0.02,0.0656,0.4777,0.5223,4,2,5
Cape Fear Community College,0.696,0.1143,0.1001,0.0131,0.0082,0.0019,0.0301,0.0071,0.0292,0.428,0.5720000000000001,2,1,5
Cape Fear Community College,0.696,0.1143,0.1001,0.0131,0.0082,0.0019,0.0301,0.0071,0.0292,0.428,0.5720000000000001,2,1,5
Carolina School of Broadcasting,0.3333,0.6275,0.0392,0.0,0.0,0.0,0.0,0.0,0.0,0.6667,0.3333,1,3,5
Carolina School of Broadcasting,0.3333,0.6275,0.0392,0.0,0.0,0.0,0.0,0.0,0.0,0.6667,0.3333,1,3,5
Carteret Community College,0.7939,0.0745,0.0617,0.0058,0.0047,0.0047,0.0349,0.0047,0.0151,0.3562,0.6438,2,1,5
Carteret Community College,0.7939,0.0745,0.0617,0.0058,0.0047,0.0047,0.0349,0.0047,0.0151,0.3562,0.6438,2,1,5
Catawba College,0.5954,0.2185,0.0823,0.0085,0.0054,0.0023,0.0377,0.0277,0.0223,0.4592,0.5408,4,2,5
Catawba College,0.5954,0.2185,0.0823,0.0085,0.0054,0.0023,0.0377,0.0277,0.0223,0.4592,0.5408,4,2,5
Catawba Valley Community College,0.6551,0.0737,0.1339,0.0731,0.0023,0.0007,0.0327,0.0149,0.0136,0.4319,0.5681,2,1,5
Catawba Valley Community College,0.6551,0.0737,0.1339,0.0731,0.0023,0.0007,0.0327,0.0149,0.0136,0.4319,0.5681,2,1,5
Central Carolina Community College,0.5364,0.1924,0.19,0.0087,0.0081,0.0012,0.0338,0.0078,0.0218,0.3701,0.6299,2,1,5
Central Carolina Community College,0.5364,0.1924,0.19,0.0087,0.0081,0.0012,0.0338,0.0078,0.0218,0.3701,0.6299,2,1,5
Central Piedmont Community College,0.3953,0.2721,0.1547,0.0436,0.0045,0.0018,0.0342,0.0596,0.0342,0.4529,0.5471,2,1,5
Central Piedmont Community College,0.3953,0.2721,0.1547,0.0436,0.0045,0.0018,0.0342,0.0596,0.0342,0.4529,0.5471,2,1,5
Chowan University,0.1739,0.6521,0.027000000000000003,0.0016,0.0095,0.0,0.0167,0.0318,0.0874,0.5322,0.4678,4,2,5
Chowan University,0.1739,0.6521,0.027000000000000003,0.0016,0.0095,0.0,0.0167,0.0318,0.0874,0.5322,0.4678,4,2,5
Cleveland Community College,0.6755,0.205,0.0487,0.0074,0.0023,0.0017,0.0289,0.0068,0.0238,0.3584,0.6416,2,1,5
Cleveland Community College,0.6755,0.205,0.0487,0.0074,0.0023,0.0017,0.0289,0.0068,0.0238,0.3584,0.6416,2,1,5
Coastal Carolina Community College,0.6013,0.1828,0.1492,0.0365,0.0138,0.0101,0.0,0.0047,0.0016,0.366,0.634,2,1,5
Coastal Carolina Community College,0.6013,0.1828,0.1492,0.0365,0.0138,0.0101,0.0,0.0047,0.0016,0.366,0.634,2,1,5
Craven Community College,0.589,0.1761,0.1048,0.034,0.0048,0.0036,0.0428,0.0116,0.0332,0.4346,0.5654,2,1,5
Craven Community College,0.589,0.1761,0.1048,0.034,0.0048,0.0036,0.0428,0.0116,0.0332,0.4346,0.5654,2,1,5
Davidson County Community College,0.6859,0.1602,0.0618,0.0159,0.0104,0.0008,0.0235,0.0016,0.0399,0.3328,0.6672,2,1,5
Davidson County Community College,0.6859,0.1602,0.0618,0.0159,0.0104,0.0008,0.0235,0.0016,0.0399,0.3328,0.6672,2,1,5
Davidson County Community College,0.6859,0.1602,0.0618,0.0159,0.0104,0.0008,0.0235,0.0016,0.0399,0.3328,0.6672,2,1,5
Davidson County Community College,0.6859,0.1602,0.0618,0.0159,0.0104,0.0008,0.0235,0.0016,0.0399,0.3328,0.6672,2,1,5
Davidson County Community College,0.6859,0.1602,0.0618,0.0159,0.0104,0.0008,0.0235,0.0016,0.0399,0.3328,0.6672,2,1,5
Davidson County Community College,0.6859,0.1602,0.0618,0.0159,0.0104,0.0008,0.0235,0.0016,0.0399,0.3328,0.6672,2,1,5
Davidson County Community College,0.6859,0.1602,0.0618,0.0159,0.0104,0.0008,0.0235,0.0016,0.0399,0.3328,0.6672,2,1,5
Davidson County Community College,0.6859,0.1602,0.0618,0.0159,0.0104,0.0008,0.0235,0.0016,0.0399,0.3328,0.6672,2,1,5
Duke University,0.4129,0.0883,0.0969,0.2101,0.0063,0.0003,0.0466,0.0964,0.0423,0.4954,0.5046,4,2,5
Duke University,0.4129,0.0883,0.0969,0.2101,0.0063,0.0003,0.0466,0.0964,0.0423,0.4954,0.5046,4,2,5
Durham Technical Community College,0.2941,0.3655,0.2001,0.0533,0.0056,0.0012,0.033,0.0063,0.0409,0.4041,0.5959,2,1,5
Durham Technical Community College,0.2941,0.3655,0.2001,0.0533,0.0056,0.0012,0.033,0.0063,0.0409,0.4041,0.5959,2,1,5
East Carolina University,0.6632,0.156,0.0758,0.0251,0.0058,0.0015,0.0386,0.0052,0.0289,0.4384,0.5616,4,1,5
East Carolina University,0.6632,0.156,0.0758,0.0251,0.0058,0.0015,0.0386,0.0052,0.0289,0.4384,0.5616,4,1,5
Edgecombe Community College,0.3369,0.5464,0.0602,0.0021,0.0085,0.0,0.0149,0.005,0.0262,0.218,0.782,2,1,5
Edgecombe Community College,0.3369,0.5464,0.0602,0.0021,0.0085,0.0,0.0149,0.005,0.0262,0.218,0.782,2,1,5
Elizabeth City State University,0.1645,0.7092,0.0413,0.0055,0.0037,0.0006,0.0474,0.0062,0.0216,0.4165,0.5835,4,1,5
Elizabeth City State University,0.1645,0.7092,0.0413,0.0055,0.0037,0.0006,0.0474,0.0062,0.0216,0.4165,0.5835,4,1,5
Elon University,0.7986,0.0545,0.0661,0.0241,0.0016,0.0002,0.0328,0.0206,0.0016,0.3968,0.6032,4,2,5
Elon University,0.7986,0.0545,0.0661,0.0241,0.0016,0.0002,0.0328,0.0206,0.0016,0.3968,0.6032,4,2,5
Fayetteville Technical Community College,0.3408,0.3936,0.1314,0.0178,0.0273,0.0041,0.0514,0.0092,0.0246,0.3848,0.6152,2,1,5
Fayetteville Technical Community College,0.3408,0.3936,0.1314,0.0178,0.0273,0.0041,0.0514,0.0092,0.0246,0.3848,0.6152,2,1,5
Fayetteville State University,0.1956,0.6019,0.0897,0.0146,0.018000000000000002,0.0016,0.0379,0.0055,0.0352,0.3074,0.6926,4,1,5
Fayetteville State University,0.1956,0.6019,0.0897,0.0146,0.018000000000000002,0.0016,0.0379,0.0055,0.0352,0.3074,0.6926,4,1,5
Forsyth Technical Community College,0.519,0.2312,0.155,0.0188,0.0058,0.002,0.0321,0.0106,0.0255,0.3907,0.6093,2,1,5
Forsyth Technical Community College,0.519,0.2312,0.155,0.0188,0.0058,0.002,0.0321,0.0106,0.0255,0.3907,0.6093,2,1,5
Gardner-Webb University,0.6358,0.1578,0.0456,0.011,0.0055,0.0015,0.0195,0.0,0.1232,0.3502,0.6498,4,2,5
Gardner-Webb University,0.6358,0.1578,0.0456,0.011,0.0055,0.0015,0.0195,0.0,0.1232,0.3502,0.6498,4,2,5
Gaston College,0.5375,0.1213,0.0683,0.0088,0.0038,0.0005,0.0248,0.0122,0.2228,0.3435,0.6565,2,1,5
Gaston College,0.5375,0.1213,0.0683,0.0088,0.0038,0.0005,0.0248,0.0122,0.2228,0.3435,0.6565,2,1,5
Gaston College,0.5375,0.1213,0.0683,0.0088,0.0038,0.0005,0.0248,0.0122,0.2228,0.3435,0.6565,2,1,5
Gaston College,0.5375,0.1213,0.0683,0.0088,0.0038,0.0005,0.0248,0.0122,0.2228,0.3435,0.6565,2,1,5
Gaston College,0.5375,0.1213,0.0683,0.0088,0.0038,0.0005,0.0248,0.0122,0.2228,0.3435,0.6565,2,1,5
Gaston College,0.5375,0.1213,0.0683,0.0088,0.0038,0.0005,0.0248,0.0122,0.2228,0.3435,0.6565,2,1,5
Greensboro College,0.4921,0.2791,0.0423,0.0053,0.0026,0.0,0.0622,0.0,0.1164,0.5212,0.4788,4,2,5
Greensboro College,0.4921,0.2791,0.0423,0.0053,0.0026,0.0,0.0622,0.0,0.1164,0.5212,0.4788,4,2,5
Guilford College,0.5284,0.241,0.1223,0.0251,0.0022,0.0007,0.0435,0.014,0.0228,0.4783,0.5217,4,2,5
Guilford College,0.5284,0.241,0.1223,0.0251,0.0022,0.0007,0.0435,0.014,0.0228,0.4783,0.5217,4,2,5
Guilford Technical Community College,0.3937,0.3789,0.1082,0.0434,0.0061,0.0013,0.0265,0.0098,0.0321,0.4251,0.5749,2,1,5
Guilford Technical Community College,0.3937,0.3789,0.1082,0.0434,0.0061,0.0013,0.0265,0.0098,0.0321,0.4251,0.5749,2,1,5
Halifax Community College,0.349,0.5179,0.0308,0.0049,0.026,0.0,0.0179,0.0032,0.0503,0.3523,0.6477,2,1,5
Halifax Community College,0.349,0.5179,0.0308,0.0049,0.026,0.0,0.0179,0.0032,0.0503,0.3523,0.6477,2,1,5
Haywood Community College,0.8335,0.0567,0.0412,0.0037,0.0192,0.0027,0.0064,0.0018,0.0348,0.3843,0.6157,2,1,5
Haywood Community College,0.8335,0.0567,0.0412,0.0037,0.0192,0.0027,0.0064,0.0018,0.0348,0.3843,0.6157,2,1,5
Heritage Bible College,0.2576,0.7273,0.0152,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.6667,3,2,5
Heritage Bible College,0.2576,0.7273,0.0152,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.6667,3,2,5
Isothermal Community College,0.7469,0.1106,0.0745,0.0057,0.0041,0.0008,0.0246,0.0057,0.027000000000000003,0.4013,0.5987,2,1,5
Isothermal Community College,0.7469,0.1106,0.0745,0.0057,0.0041,0.0008,0.0246,0.0057,0.027000000000000003,0.4013,0.5987,2,1,5
James Sprunt Community College,0.4165,0.2748,0.2463,0.0032,0.0053,0.0011,0.0127,0.0243,0.0159,0.3192,0.6808,2,1,5
James Sprunt Community College,0.4165,0.2748,0.2463,0.0032,0.0053,0.0011,0.0127,0.0243,0.0159,0.3192,0.6808,2,1,5
Johnson C Smith University,0.0147,0.8265,0.0217,0.0028,0.0063,0.0014,0.0035,0.0105,0.1127,0.3968,0.6032,4,2,5
Johnson C Smith University,0.0147,0.8265,0.0217,0.0028,0.0063,0.0014,0.0035,0.0105,0.1127,0.3968,0.6032,4,2,5
Johnston Community College,0.6305,0.1516,0.1594,0.0074,0.0041,0.0019,0.0201,0.0104,0.0145,0.3508,0.6492,2,1,5
Johnston Community College,0.6305,0.1516,0.1594,0.0074,0.0041,0.0019,0.0201,0.0104,0.0145,0.3508,0.6492,2,1,5
Lees-McRae College,0.7095,0.0672,0.066,0.0036,0.006,0.0,0.0204,0.0372,0.09,0.3229,0.6771,3,2,5
Lees-McRae College,0.7095,0.0672,0.066,0.0036,0.006,0.0,0.0204,0.0372,0.09,0.3229,0.6771,3,2,5
Lenoir Community College,0.5495,0.3092,0.08900000000000001,0.0054,0.0054,0.0013,0.0221,0.0181,0.0,0.3447,0.6553,2,1,5
Lenoir Community College,0.5495,0.3092,0.08900000000000001,0.0054,0.0054,0.0013,0.0221,0.0181,0.0,0.3447,0.6553,2,1,5
Lenoir-Rhyne University,0.6661,0.1094,0.0861,0.0204,0.0035,0.0,0.0518,0.0425,0.0204,0.4078,0.5922,4,2,5
Lenoir-Rhyne University,0.6661,0.1094,0.0861,0.0204,0.0035,0.0,0.0518,0.0425,0.0204,0.4078,0.5922,4,2,5
Leons Beauty School Inc,0.7697,0.0066,0.0921,0.1118,0.0066,0.0,0.0,0.0,0.0132,0.0461,0.9539,1,3,5
Leons Beauty School Inc,0.7697,0.0066,0.0921,0.1118,0.0066,0.0,0.0,0.0,0.0132,0.0461,0.9539,1,3,5
Livingstone College,0.0296,0.8968,0.0,0.0018,0.0063,0.0072,0.0,0.0206,0.0377,0.5072,0.4928,3,2,5
Livingstone College,0.0296,0.8968,0.0,0.0018,0.0063,0.0072,0.0,0.0206,0.0377,0.5072,0.4928,3,2,5
Louisburg College,0.2176,0.6745,0.0288,0.0054,0.0108,0.0,0.054000000000000006,0.0,0.009000000000000001,0.6781,0.3219,2,2,5
Louisburg College,0.2176,0.6745,0.0288,0.0054,0.0108,0.0,0.054000000000000006,0.0,0.009000000000000001,0.6781,0.3219,2,2,5
Mars Hill University,0.6425,0.1749,0.0715,0.0068,0.0116,0.001,0.0415,0.0435,0.0068,0.4609,0.5391,4,2,5
Mars Hill University,0.6425,0.1749,0.0715,0.0068,0.0116,0.001,0.0415,0.0435,0.0068,0.4609,0.5391,4,2,5
Martin Community College,0.5284,0.3191,0.0106,0.0,0.0,0.0,0.0,0.0,0.1418,0.2447,0.7553,2,1,5
Martin Community College,0.5284,0.3191,0.0106,0.0,0.0,0.0,0.0,0.0,0.1418,0.2447,0.7553,2,1,5
Mayland Community College,0.8633,0.0051,0.0405,0.0025,0.0076,0.0,0.0,0.0051,0.0759,0.3646,0.6354,2,1,5
Mayland Community College,0.8633,0.0051,0.0405,0.0025,0.0076,0.0,0.0,0.0051,0.0759,0.3646,0.6354,2,1,5
McDowell Technical Community College,0.8522,0.0347,0.0639,0.0164,0.0036,0.0,0.0128,0.0036,0.0128,0.3558,0.6442,2,1,5
