School,avg_cost_public,avg_cost_private,faculy_salary,ft_faculty_rate,federal_loan_rate,student_count,students_with_any_loan,students_with_pell_grant,married,veteran,grad_students,undergrads_non_degree_seeking,full_program_cost,avg_month_completion,three_yrs_after_not_working_not_enrolled,three_yrs_after_working_not_enrolled,booksupply_cost,test_requirements,ten_yrs_after_entry_earnings,completion_rate
University of New Mexico-Valencia County Campus,8151.0,,5661.0,0.4419,0.0503,,,,,,,935.0,,,,,1159.0,,36066.0,0.5845
Northern New Mexico College,8633.0,,5945.0,0.451,0.1037,,,,,,,279.0,,,,,1200.0,,36066.0,0.5845
San Juan College,6115.0,,6184.0,0.3166,0.0693,,,,,,,1979.0,,,,,1420.0,,27754.0,0.5845
Santa Fe Community College,7020.0,,6217.0,0.2364,0.0181,,,,,,,1399.0,,,,,1194.0,,27754.0,0.5845
University of the Southwest,,20850.0,4150.0,1.0,0.9808,,,,,,544.0,2.0,,,,,1200.0,2.0,47975.5,0.5845
Southwestern College,4694.0,,9979.0,0.2446,0.0107,,,,,,,1392.0,,,,,1971.0,,36066.0,0.5845
Southwestern Indian Polytechnic Institute,5458.0,,6401.0,1.0,0.0,,,,,,,5.0,,,,,825.0,,36066.0,0.5845
University of New Mexico-Taos Campus,8786.0,,5574.0,0.2841,0.0818,,,,,,,527.0,,,,,1159.0,,36066.0,0.5845
Mesalands Community College,8171.0,,5840.0,0.5775,0.03,,,,,,,413.0,,,,,1336.0,,27754.0,0.5845
Vogue College of Cosmetology-Santa Fe,,14088.0,,,0.4554,,,,,,,,16350.0,12.0,,,,,27754.0,0.5845
Western New Mexico University,12411.0,,6508.0,0.3957,0.3884,,,,,,979.0,594.0,,,,,1600.0,,47975.5,0.5845
Vaughn College of Aeronautics and Technology,,39391.0,9465.0,1.0,0.5537,,,,,,6.0,3.0,,,,,1900.0,,36066.0,0.5845
Adelphi University,,28643.0,12564.0,0.3295,0.5953,,,,,,2631.0,85.0,,,,,1020.0,1.0,47975.5,0.5845
SUNY Adirondack,8558.0,,6889.0,0.4084,0.2927,,,,,,,775.0,,,,,1800.0,,36066.0,0.5845
Albany College of Pharmacy and Health Sciences,,29116.0,9338.0,0.776,0.7497,,,,,,446.0,6.0,,,,,1000.0,1.0,47975.5,0.5845
Albany Law School,,,10407.0,0.5556,,,,,,,534.0,,,,,,,,,0.5845
Albany Medical College,,,,0.1881,,,,,,,828.0,,,,,,,,,0.5845
Alfred University,,20420.0,6677.0,0.8037,0.7211,,,,,,667.0,47.0,,,,,1300.0,1.0,47975.5,0.5845
Allen School-Brooklyn,,23856.0,,,0.8879,,,,,,,,17234.0,9.0,,,,,27754.0,0.5845
The Ailey School,,28998.0,,,0.5161,,,,,,,,,,,,500.0,3.0,27754.0,0.5845
American Academy of Dramatic Arts-New York,,47801.0,7230.0,0.3448,0.6111,,,,,,,,,,,,570.0,3.0,36066.0,0.5845
American Academy McAllister Institute of Funeral Service,,22194.0,,0.0,0.6886,,,,,,,,,,,,1000.0,,36066.0,0.5845
Joffrey Ballet School,,28557.0,,,0.2081,,,,,,,,,,,,1300.0,3.0,27754.0,0.5845
American Musical and Dramatic Academy,,43277.0,7342.0,1.0,0.782,,,,,,,,,,,,1200.0,2.0,27754.0,0.5845
Apex Technical School,,16211.0,,,0.5324,,,,,,,,18891.0,8.0,,,,,27754.0,0.5845
Arnot Ogden Medical Center,,17717.0,6090.0,,0.7101,,,,,,,,31695.0,27.0,,,,3.0,27754.0,0.5845
Associated Beth Rivkah Schools,,12087.0,2000.0,,0.0,,,,,,,,,,,,200.0,3.0,27754.0,0.5845
Bank Street College of Education,,,8007.0,0.625,,,,,,,717.0,,,,,,,,,0.5845
Longy School of Music of Bard College,,,5003.0,0.1523,0.2222,,,,,,218.0,,,,,,500.0,3.0,27754.0,0.5845
Barnard College,,28204.0,14096.0,0.6972,0.2584,,,,,,,9.0,,,,,1150.0,1.0,47975.5,0.5845
Berk Trade and Business School,,17105.0,,,0.8193,,,,,,,,11600.0,8.0,,,,,27754.0,0.5845
Berkeley College-New York,,15783.0,7475.0,1.0,0.6759,,,,,,,144.0,,,,,0.0,,47975.5,0.5845
Berkowits School of Electrolysis,,,,,0.1097,,,,,,,,4950.0,1.0,,,,,27754.0,0.5845
Beth Hamedrash Shaarei Yosher Institute,,3436.0,3608.0,,0.0,,,,,,,,,,,,200.0,3.0,47975.5,0.5845
Phillips School of Nursing at Mount Sinai Beth Israel,,,9072.0,0.098,0.7688,,,,,,,,,,,,,,47975.5,0.5845
Brittany Beauty Academy,,20006.0,,,0.4175,,,,,,,,15700.0,10.0,,,,,27754.0,0.5845
Boricua College,,12617.0,4368.0,0.4639,0.1518,,,,,,123.0,,,,,,400.0,,47975.5,0.5845
Brittany Beauty Academy,,20006.0,,,0.4175,,,,,,,,15700.0,10.0,,,,,27754.0,0.5845
American Beauty School,,7744.0,,,0.6322,,,,,,,,9180.0,9.0,,,,,27754.0,0.5845
Brooklyn Law School,,,15124.0,1.0,,,,,,,1096.0,,,,,,,,,0.5845
SUNY Broome Community College,6604.0,,6596.0,0.4307,0.3733,,,,,,,1651.0,,,,,1400.0,,36066.0,0.5845
Canisius College,,19222.0,8579.0,0.4047,0.6321,,,,,,889.0,75.0,,,,,1000.0,1.0,47975.5,0.5845
Capri Cosmetology Learning Centers,,17464.0,,,0.4757,,,,,,,,15995.0,7.0,,,,,27754.0,0.5845
St Paul's School of Nursing-Queens,,24764.0,6765.0,0.2208,0.6553,,,,,,,,,,,,2630.0,,36066.0,0.5845
Cayuga County Community College,5796.0,,7913.0,0.319,0.2366,,,,,,,1730.0,,,,,1250.0,,36066.0,0.5845
Cazenovia College,,15738.0,7154.0,1.0,0.7814,,,,,,9.0,50.0,,,,,1000.0,5.0,47975.5,0.5845
Central Yeshiva Tomchei Tmimim Lubavitz,,14834.0,3333.0,0.7667,0.0,,,,,,92.0,,,,,,200.0,3.0,47975.5,0.5845
Circle in the Square Theatre School,,38870.0,,,0.5,,,,,,,,,,,,600.0,3.0,27754.0,0.5845
Clarkson University,,29015.0,10723.0,0.6981,0.6881,,,,,,1220.0,99.0,,,,,1446.0,1.0,47975.5,0.5845
Clinton Community College,6082.0,,5859.0,0.54,0.2919,,,,,,,517.0,,,,,1100.0,,36066.0,0.5845
Cochran School of Nursing,,,9718.0,0.7778,0.8598,,,,,,,,,,,,,,36066.0,0.5845
Colgate Rochester Crozer Divinity School,,,6097.0,1.0,,,,,,,69.0,,,,,,,,,0.5845
Colgate University,,25834.0,12068.0,0.9574,0.2241,,,,,,12.0,16.0,,,,,1100.0,1.0,47975.5,0.5845
Metropolitan College of New York,,15310.0,10034.0,0.0897,0.7722,,,,,,354.0,,,,,,1000.0,2.0,47975.5,0.5845
Columbia University in the City of New York,,23306.0,19431.0,0.4521,0.2292,,,,,,23235.0,,,,,,1294.0,1.0,47975.5,0.5845
Columbia-Greene Community College,5833.0,,5857.0,1.0,0.1591,,,,,,,491.0,,,,,1200.0,,36066.0,0.5845
Empire Beauty School-Queens,,16327.0,,,0.5455,,,,,,,,15500.0,7.0,,,,,27754.0,0.5845
Concordia University-Nebraska,,20763.0,5230.0,0.9333,0.4662,,,,,,477.0,1012.0,,,,,1000.0,1.0,47975.5,0.5845
Continental School of Beauty Culture-Rochester,,21941.0,,,0.689,,,,,,,,15990.0,8.0,,,,,27754.0,0.5845
Cooper Union for the Advancement of Science and Art,,14118.0,12829.0,0.2455,0.1708,,,,,,95.0,13.0,,,,,1800.0,1.0,47975.5,0.5845
Weill Medical College of Cornell University,,,,1.0,,,,,,,1327.0,,,,,,,,,0.5845
Weill Medical College of Cornell University,,,,1.0,,,,,,,1327.0,,,,,,,,,0.5845
SUNY Corning Community College,7165.0,,6184.0,0.9326,0.309,,,,,,,2277.0,,,,,1200.0,,36066.0,0.5845
Pomeroy College of Nursing at Crouse Hospital,,22437.0,8031.0,0.5926,0.753,,,,,,,,,,,,1400.0,2.0,36066.0,0.5845
Culinary Institute of America,,28546.0,9430.0,1.0,0.5061,,,,,,87.0,,,,,,1000.0,2.0,36066.0,0.5845
CUNY Bernard M Baruch College,3562.0,,11660.0,0.4463,0.0964,,,,,,3197.0,416.0,,,,,1364.0,1.0,47975.5,0.5845
CUNY Borough of Manhattan Community College,5158.0,,9989.0,0.3657,0.0618,,,,,,,1538.0,,,,,1364.0,,36066.0,0.5845
CUNY Bronx Community College,4069.0,,10173.0,0.4224,0.0645,,,,,,,1133.0,,,,,1364.0,,36066.0,0.5845
CUNY Brooklyn College,2683.0,,11188.0,0.3812,0.1162,,,,,,2841.0,1017.0,,,,,1364.0,1.0,47975.5,0.5845
College of Staten Island CUNY,5118.0,,11056.0,0.3465,0.1515,,,,,,1082.0,412.0,,,,,1364.0,,47975.5,0.5845
CUNY City College,2385.0,,11963.0,0.3889,0.113,,,,,,2786.0,671.0,,,,,1364.0,1.0,47975.5,0.5845
CUNY Graduate School and University Center,,,12686.0,0.3776,0.1439,,,,,,6005.0,249.0,,,,,,,47975.5,0.5845
CUNY Hostos Community College,5262.0,,9685.0,0.419,0.0632,,,,,,,828.0,,,,,1364.0,,36066.0,0.5845
CUNY Hunter College,2490.0,,11678.0,0.3115,0.0957,,,,,,6072.0,1040.0,,,,,1364.0,1.0,47975.5,0.5845
CUNY John Jay College of Criminal Justice,2532.0,,10939.0,0.3407,0.1112,,,,,,2134.0,456.0,,,,,1364.0,1.0,47975.5,0.5845
CUNY Kingsborough Community College,5092.0,,9899.0,0.4085,0.0458,,,,,,,5507.0,,,,,1364.0,,36066.0,0.5845
CUNY LaGuardia Community College,6766.0,,10436.0,0.3628,0.035,,,,,,,3732.0,,,,,1516.0,,36066.0,0.5845
CUNY Lehman College,1814.0,,10572.0,0.37,0.1809,,,,,,2141.0,1205.0,,,,,1364.0,1.0,47975.5,0.5845
CUNY Medgar Evers College,5507.0,,10581.0,0.3464,0.1808,,,,,,,485.0,,,,,1364.0,2.0,36066.0,0.5845
CUNY New York City College of Technology,3667.0,,10641.0,0.2799,0.0715,,,,,,,1143.0,,,,,1364.0,2.0,47975.5,0.5845
CUNY Queens College,3067.0,,11046.0,0.3813,0.0985,,,,,,3057.0,959.0,,,,,1364.0,1.0,47975.5,0.5845
CUNY Queensborough Community College,5050.0,,10139.0,0.461,0.0443,,,,,,,1582.0,,,,,1364.0,,36066.0,0.5845
CUNY School of Law,,,15616.0,0.6667,,,,,,,626.0,,,,,,,,,0.5845
CUNY New York City College of Technology,3667.0,,10641.0,0.2799,0.0715,,,,,,,1143.0,,,,,1364.0,2.0,47975.5,0.5845
CVPH Medical Center School of Radiologic Technology,,6316.0,,,0.7059,,,,,,,,22630.0,24.0,,,,3.0,27754.0,0.5845
D'Youville College,,19441.0,7856.0,0.5083,0.682,,,,,,1439.0,76.0,,,,,1200.0,1.0,47975.5,0.5845
Daemen College,,17928.0,6777.0,0.519,0.7369,,,,,,894.0,30.0,,,,,1000.0,2.0,47975.5,0.5845
Yeshiva of Far Rockaway Derech Ayson Rabbinical Seminary,,12868.0,4539.0,0.9091,0.0,,,,,,,,,,,,200.0,3.0,47975.5,0.5845
Dominican College of Blauvelt,,20859.0,8572.0,0.3836,0.6972,,,,,,491.0,16.0,,,,,1500.0,5.0,47975.5,0.5845
Dutchess Community College,7704.0,,8483.0,0.2895,0.1396,,,,,,,3671.0,,,,,1450.0,,36066.0,0.5845
Belanger School of Nursing,,,6635.0,0.5417,0.4762,,,,,,,,,,,,1850.0,5.0,36066.0,0.5845
Elmira College,,21330.0,5570.0,0.525,0.7766,,,,,,66.0,16.0,,,,,600.0,5.0,47975.5,0.5845
Erie Community College,5131.0,,7088.0,0.3261,0.2591,,,,,,,1786.0,,,,,1100.0,,36066.0,0.5845
Fashion Institute of Technology,10523.0,,8784.0,1.0,0.3352,,,,,,218.0,468.0,,,,,1850.0,3.0,36066.0,0.5845
Finger Lakes Community College,9543.0,,6495.0,1.0,0.254,,,,,,,2697.0,,,,,1000.0,,36066.0,0.5845
Five Towns College,,18729.0,5252.0,0.2276,0.5644,,,,,,36.0,3.0,,,,,1400.0,2.0,47975.5,0.5845
Fordham University,,36761.0,14236.0,1.0,0.4617,,,,,,7205.0,345.0,,,,,1039.0,1.0,47975.5,0.5845
Fulton-Montgomery Community College,9183.0,,8492.0,0.3232,0.2162,,,,,,,627.0,,,,,900.0,,36066.0,0.5845
Gemological Institute of America-New York,,29867.0,,,0.0553,,,,,,,,23804.0,7.0,,,,,27754.0,0.5845
The General Theological Seminary,,,5438.0,0.1923,,,,,,,49.0,,,,,,,,,0.5845
Genesee Community College,6304.0,,6615.0,0.3413,0.2264,,,,,,,2655.0,,,,,1275.0,,36066.0,0.5845
Hamilton Technical College,,19640.0,3830.0,,0.8358,,,,,,,,,,,,,,27754.0,0.5845
Hartwick College,,23101.0,8026.0,1.0,0.7449,,,,,,,12.0,,,,,700.0,5.0,47975.5,0.5845
Helene Fuld College of Nursing,,,8961.0,0.2289,0.5285,,,,,,,,,,,,,,36066.0,0.5845
Herkimer County Community College,7512.0,,5392.0,0.4352,0.3707,,,,,,,838.0,,,,,1150.0,,36066.0,0.5845
Hilbert College,,15460.0,5930.0,0.2824,0.8743,,,,,,43.0,12.0,,,,,750.0,3.0,47975.5,0.5845
Hobart William Smith Colleges,,32940.0,9288.0,0.8517,0.5855,,,,,,9.0,25.0,,,,,1300.0,5.0,47975.5,0.5845
Hofstra University,,32838.0,13890.0,0.4223,0.4695,,,,,,4306.0,98.0,,,,,1000.0,5.0,47975.5,0.5845
Houghton College,,22233.0,6282.0,0.4936,0.6812,,,,,,29.0,19.0,,,,,1000.0,5.0,47975.5,0.5845
Hudson Valley Community College,8548.0,,7088.0,0.4529,0.2122,,,,,,,3141.0,,,,,1500.0,,36066.0,0.5845
Hunter Business School,,14763.0,,,0.5929,,,,,,,,14400.0,8.0,,,,,27754.0,0.5845
Iona College,,28619.0,9901.0,0.5645,0.5586,,,,,,632.0,238.0,,,,,1500.0,5.0,47975.5,0.5845
Isabella Graham Hart School of Practical Nursing,,,,,0.4172,,,,,,,,16040.0,10.0,,,,3.0,27754.0,0.5845
Island Drafting and Technical Institute,,22872.0,5986.0,,0.9146,,,,,,,,,,,,1528.0,,36066.0,0.5845
Ithaca College,,33465.0,9130.0,0.7345,0.6801,,,,,,414.0,49.0,,,,,1200.0,3.0,47975.5,0.5845
Jamestown Community College,8416.0,,6322.0,0.1941,0.1886,,,,,,,2107.0,,,,,1100.0,,36066.0,0.5845
Jamestown Business College,,6428.0,5557.0,0.4375,0.0906,,,,,,,,,,,,700.0,3.0,36066.0,0.5845
Jefferson State Community College,9018.0,,6763.0,0.3255,0.2002,,,,,,,2163.0,,,,,2162.0,,36066.0,0.5845
Jewish Theological Seminary of America,,40129.0,11531.0,0.5,0.2177,,,,,,191.0,1.0,,,,,500.0,1.0,47975.5,0.5845
The Juilliard School,,33535.0,10482.0,0.4,0.3231,,,,,,372.0,102.0,,,,,740.0,3.0,47975.5,0.5845
Kehilath Yakov Rabbinical Seminary,,2917.0,2010.0,,0.0,,,,,,,,,,,,125.0,,47975.5,0.5845
Keuka College,,24551.0,6296.0,1.0,0.8249,,,,,,248.0,4.0,,,,,1300.0,5.0,47975.5,0.5845
LIM College,,34761.0,6422.0,0.0769,0.6308,,,,,,288.0,11.0,,,,,900.0,5.0,47975.5,0.5845
Le Moyne College,,22118.0,9154.0,0.5,0.5945,,,,,,561.0,123.0,,,,,1300.0,5.0,47975.5,0.5845
Long Island University,,25767.0,12027.0,0.44,0.3495,,,,,,4839.0,4543.0,,,,,2000.0,1.0,47975.5,0.5845
Long Island Beauty School-Hempstead,,12523.0,,,0.2837,,,,,,,,14200.0,9.0,,,,,27754.0,0.5845
Long Island Business Institute,,12458.0,3674.0,0.2234,0.0738,,,,,,,21.0,,,,,800.0,3.0,36066.0,0.5845
Machzikei Hadath Rabbinical College,,6899.0,4903.0,,0.0,,,,,,,,,,,,200.0,3.0,47975.5,0.5845
Mandl School-The College of Allied Health,,18564.0,4778.0,0.2273,0.8038,,,,,,,,,,,,1200.0,,36066.0,0.5845
CUNY Borough of Manhattan Community College,5158.0,,9989.0,0.3657,0.0618,,,,,,,1538.0,,,,,1364.0,,36066.0,0.5845
Manhattan School of Music,,54902.0,8207.0,0.2946,0.3432,,,,,,491.0,,,,,,1000.0,3.0,47975.5,0.5845
Manhattanville College,,21957.0,8873.0,0.3155,0.4881,,,,,,994.0,37.0,,,,,800.0,3.0,47975.5,0.5845
Maria College of Albany,,12995.0,6612.0,0.8378,0.8103,,,,,,,28.0,,,,,1500.0,2.0,36066.0,0.5845
Marion S Whelan School of Nursing of Geneva General Hospital,,23674.0,,,0.8182,,,,,,,,,,,,650.0,5.0,27754.0,0.5845
Marist College,,37195.0,9896.0,0.4238,0.5275,,,,,,914.0,364.0,,,,,1125.0,3.0,47975.5,0.5845
Marymount Manhattan College,,37768.0,9492.0,0.246,0.6457,,,,,,,49.0,,,,,1000.0,1.0,47975.5,0.5845
Medaille College,,13002.0,5369.0,0.2425,0.73,,,,,,547.0,17.0,,,,,1119.0,2.0,47975.5,0.5845
St. Peter's Hospital College of Nursing,,,7199.0,,0.7018,,,,,,,,,,,,1800.0,3.0,36066.0,0.5845
Memorial Hospital School of Radiation Therapy Technology,,,,,0.4,,,,,,,,,,,,,,27754.0,0.5845
Mercy College of Ohio,,23301.0,7060.0,1.0,0.6603,,,,,,60.0,5.0,,,,,2000.0,5.0,47975.5,0.5845
Mesivta Torah Vodaath Rabbinical Seminary,,4019.0,2219.0,,0.0,,,,,,148.0,,,,,,200.0,3.0,47975.5,0.5845
Mesivta of Eastern Parkway-Yeshiva Zichron Meilech,,9677.0,6097.0,,0.0,,,,,,2.0,,,,,,200.0,3.0,36066.0,0.5845
Mesivtha Tifereth Jerusalem of America,,9130.0,3551.0,,0.0,,,,,,19.0,,,,,,200.0,3.0,47975.5,0.5845
Midway Paris Beauty School,,22766.0,,,0.6161,,,,,,,,14200.0,9.0,,,,,27754.0,0.5845
Mildred Elley School-Albany Campus,,19121.0,4572.0,,0.8009,,,,,,,,,,,,2250.0,,27754.0,0.5845
Mirrer Yeshiva Cent Institute,,7755.0,3164.0,1.0,0.0,,,,,,29.0,,,,,,325.0,3.0,36066.0,0.5845
Modern Welding School,,21829.0,,,0.6496,,,,,,,,17700.0,8.0,,,,,27754.0,0.5845
Mohawk Valley Community College,7722.0,,6278.0,0.4334,0.227,,,,,,,2285.0,,,,,1570.0,,36066.0,0.5845
Molloy College,,29374.0,10846.0,0.284,0.6566,,,,,,1617.0,70.0,,,,,1470.0,1.0,47975.5,0.5845
Michigan College of Beauty-Monroe,,10526.0,,,0.5833,,,,,,,,18000.0,15.0,,,,,27754.0,0.5845
Monroe County Community College,4006.0,,9499.0,0.271,0.1832,,,,,,,735.0,,,,,936.0,,36066.0,0.5845
Mount Saint Mary College,,25242.0,8877.0,0.3591,0.8424,,,,,,355.0,11.0,,,,,1300.0,1.0,47975.5,0.5845
Montefiore School of Nursing,,21141.0,9666.0,,0.9662,,,,,,,,,,,,1806.0,3.0,36066.0,0.5845
College of Mount Saint Vincent,,18220.0,9022.0,0.3727,0.7561,,,,,,210.0,26.0,,,,,1185.0,1.0,47975.5,0.5845
Icahn School of Medicine at Mount Sinai,,,,,,,,,,,1233.0,,,,,,,,,0.5845
Nassau Community College,4594.0,,10892.0,0.4204,0.141,,,,,,,1903.0,,,,,1950.0,,36066.0,0.5845
Nazareth College,,29994.0,8381.0,0.4172,0.7818,,,,,,697.0,19.0,,,,,1000.0,3.0,47975.5,0.5845
Neighborhood Playhouse School of the Theater,,30358.0,,,0.4471,,,,,,,,,,,,375.0,3.0,27754.0,0.5845
The New School,,43334.0,11887.0,0.1737,0.2971,,,,,,3023.0,125.0,,,,,1692.0,5.0,47975.5,0.5845
The New School Center for Media,,8891.0,,,0.8276,,,,,,,,9200.0,8.0,,,,,27754.0,0.5845
New York Chiropractic College,,,6422.0,0.5,,,,,,,812.0,,,,,,,,,0.5845
New York Law School,,,19948.0,0.4496,,,,,,,1102.0,,,,,,,,,0.5845
New York Medical College,,,8155.0,1.0,,,,,,,1543.0,,,,,,,,,0.5845
New York School for Medical and Dental Assistants,,20216.0,3833.0,0.1667,0.8679,,,,,,,,14400.0,10.0,,,,,27754.0,0.5845
Union Theological Seminary in the City of New York,,,9986.0,1.0,,,,,,,246.0,,,,,,,,,0.5845
State University of New York at New Paltz,17171.0,,7373.0,0.5157,0.5211,,,,,,950.0,135.0,,,,,1500.0,1.0,47975.5,0.5845
Niagara County Community College,5491.0,,8375.0,1.0,0.2588,,,,,,,1426.0,,,,,1500.0,,36066.0,0.5845
Niagara University,,20019.0,8864.0,1.0,0.6033,,,,,,915.0,61.0,,,,,1250.0,5.0,47975.5,0.5845
Empire Beauty School-Peekskill,,16131.0,,,0.5577,,,,,,,,15500.0,7.0,,,,,27754.0,0.5845
North Country Community College,11920.0,,5718.0,1.0,0.1987,,,,,,,981.0,,,,,1700.0,,36066.0,0.5845
New York College of Podiatric Medicine,,,7095.0,1.0,,,,,,,330.0,,,,,,,,,0.5845
New York Institute of Technology,,21427.0,11644.0,0.28,0.4962,,,,,,3536.0,52.0,,,,,1104.0,1.0,47975.5,0.5845
New York School of Interior Design,,44333.0,,0.0427,0.2593,,,,,,171.0,41.0,,,,,1600.0,2.0,27754.0,0.5845
Nyack College,,19077.0,6660.0,0.3318,0.6557,,,,,,953.0,14.0,,,,,1000.0,1.0,47975.5,0.5845
Ohr Hameir Theological Seminary,,,3886.0,,0.0,,,,,,,,,,,,200.0,3.0,47975.5,0.5845
Onondaga Community College,7390.0,,7200.0,0.3081,0.2304,,,,,,,3792.0,,,,,1230.0,,36066.0,0.5845
Orange County Community College,4660.0,,7856.0,0.3468,0.2108,,,,,,,1757.0,,,,,1500.0,,36066.0,0.5845
Otsego Area BOCES-Practical Nursing Program,14210.0,,,,0.5806,,,,,,,,11750.0,10.0,,,,,27754.0,0.5845
Pace University,,29707.0,12252.0,1.0,0.5079,,,,,,4867.0,295.0,,,,,800.0,1.0,47975.5,0.5845
Paul Smiths College of Arts and Science,,23784.0,5815.0,0.7286,0.8161,,,,,,,4.0,,,,,1000.0,2.0,47975.5,0.5845
Continental School of Beauty Culture-West Seneca,,15472.0,,,0.6027,,,,,,,,16007.0,8.0,,,,,27754.0,0.5845
Plaza College,,15927.0,7921.0,0.2447,0.8004,,,,,,,43.0,,,,,1700.0,3.0,36066.0,0.5845
Davis & Elkins College,,17388.0,5759.0,0.449,0.6759,,,,,,,18.0,,,,,1324.0,1.0,47975.5,0.5845
Pratt Institute-Main,,45571.0,11231.0,0.1485,0.3973,,,,,,1392.0,39.0,,,,,1750.0,1.0,47975.5,0.5845
Rabbinical Academy Mesivta Rabbi Chaim Berlin,,4225.0,5329.0,,0.0,,,,,,134.0,,,,,,200.0,3.0,47975.5,0.5845
Rabbinical College Bobover Yeshiva Bnei Zion,,4645.0,3237.0,,0.0,,,,,,34.0,,,,,,300.0,,47975.5,0.5845
Rabbinical College Beth Shraga,,9690.0,5369.0,,0.0,,,,,,,1.0,,,,,200.0,3.0,47975.5,0.5845
Rabbinical College of Long Island,,8443.0,4771.0,1.0,0.0,,,,,,,,,,,,200.0,3.0,47975.5,0.5845
Rabbinical Seminary of America,,5804.0,2575.0,0.9286,0.0,,,,,,196.0,,,,,,300.0,3.0,47975.5,0.5845
Rensselaer Polytechnic Institute,,35464.0,12961.0,0.8766,0.4947,,,,,,1287.0,38.0,,,,,1250.0,1.0,47975.5,0.5845
Roberts Wesleyan College,,23569.0,6652.0,0.9292,0.6442,,,,,,487.0,38.0,,,,,1100.0,1.0,47975.5,0.5845
Rochester Institute of Technology,,33167.0,10571.0,0.678,0.5993,,,,,,2941.0,690.0,,,,,1098.0,1.0,47975.5,0.5845
Rochester University,,17029.0,6043.0,0.5738,0.6143,,,,,,43.0,199.0,,,,,1776.0,1.0,47975.5,0.5845
Rockefeller University,,,21150.0,0.9277,,,,,,,248.0,,,,,,,,,0.5845
Rockland Community College,10271.0,,8733.0,0.2137,0.0936,,,,,,,1316.0,,,,,1350.0,,36066.0,0.5845
Empire Beauty School-Manhattan,,16429.0,,,0.5699,,,,,,,,15500.0,7.0,,,,,27754.0,0.5845
Russell Sage College,,23337.0,6290.0,0.8511,0.8915,,,,,,1116.0,21.0,,,,,1200.0,3.0,47975.5,0.5845
St Bernard's School of Theology and Ministry,,,4822.0,,,,,,,,68.0,,,,,,,,,0.5845
St Bonaventure University,,22663.0,6442.0,0.6623,0.8032,,,,,,578.0,39.0,,,,,800.0,1.0,47975.5,0.5845
University of Saint Francis-Fort Wayne,,17796.0,6736.0,0.4557,0.7087,,,,,,504.0,4.0,,,,,1200.0,1.0,47975.5,0.5845
St. Joseph's College of Nursing,,,7551.0,0.84,0.8628,,,,,,,,,,,,2000.0,2.0,36066.0,0.5845
Lawrence University,,22214.0,8196.0,0.8667,0.5065,,,,,,,17.0,,,,,900.0,5.0,47975.5,0.5845
The College of Saint Rose,,22754.0,8005.0,0.5185,0.7276,,,,,,1571.0,24.0,,,,,1200.0,3.0,47975.5,0.5845
St. Thomas Aquinas College,,20274.0,9350.0,0.3611,0.3673,,,,,,140.0,649.0,,,,,1250.0,1.0,47975.5,0.5845
Samaritan Hospital School of Nursing,,21429.0,7421.0,,0.7385,,,,,,,,,,,,1800.0,3.0,36066.0,0.5845
Sarah Lawrence College,,36422.0,10153.0,0.3467,0.5021,,,,,,237.0,69.0,,,,,600.0,5.0,47975.5,0.5845
Schenectady County Community College,5717.0,,5702.0,1.0,0.2028,,,,,,,2421.0,,,,,1200.0,,36066.0,0.5845
Sh'or Yoshuv Rabbinical College,,,5324.0,0.8387,0.0,,,,,,9.0,,,,,,300.0,3.0,47975.5,0.5845
Siena College,,27479.0,8872.0,0.6388,0.6726,,,,,,108.0,42.0,,,,,1293.0,2.0,47975.5,0.5845
Skidmore College,,27197.0,10114.0,0.8147,0.2894,,,,,,1.0,13.0,,,,,1300.0,5.0,47975.5,0.5845
St. Joseph's College-New York,,16360.0,9073.0,1.0,0.5557,,,,,,224.0,8.0,,,,,1000.0,1.0,47975.5,0.5845
St. Joseph's College-Long Island,,17036.0,9059.0,1.0,0.5797,,,,,,937.0,26.0,,,,,1000.0,1.0,47975.5,0.5845
Saint Vladimirs Orthodox Theological Seminary,,,6442.0,0.3571,,,,,,,85.0,,,,,,,,,0.5845
Saint Elizabeth College of Nursing,,,8053.0,1.0,0.8274,,,,,,,,,,,,1750.0,2.0,36066.0,0.5845
Saint John Fisher College,,27767.0,9415.0,1.0,0.7204,,,,,,962.0,17.0,,,,,1100.0,1.0,47975.5,0.5845
St Paul's School of Nursing-Staten Island,,25322.0,6902.0,0.2,0.6604,,,,,,,,,,,,1100.0,,36066.0,0.5845
St. John's University-New York,,27130.0,12500.0,0.4406,0.3684,,,,,,4632.0,5397.0,,,,,656.0,5.0,47975.5,0.5845
Sullivan County Community College,8613.0,,6400.0,0.3804,0.2549,,,,,,,554.0,,,,,1450.0,,36066.0,0.5845
SUNY College of Technology at Alfred,16630.0,,5720.0,0.7066,0.704,,,,,,,20.0,,,,,1200.0,1.0,36066.0,0.5845
SUNY College of Technology at Canton,13864.0,,6718.0,0.5905,0.7242,,,,,,,82.0,,,,,1300.0,1.0,47975.5,0.5845
SUNY College of Technology at Delhi,14867.0,,6216.0,0.6457,0.5815,,,,,,87.0,32.0,,,,,1300.0,1.0,36066.0,0.5845
SUNY College of Agriculture and Technology at Cobleskill,16647.0,,6789.0,0.7211,0.5931,,,,,,,69.0,,,,,1200.0,1.0,47975.5,0.5845
Farmingdale State College,8638.0,,8392.0,0.3223,0.2924,,,,,,57.0,539.0,,,,,1300.0,1.0,47975.5,0.5845
